<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: dar_al_tawhid_islamic_pronunciation_master.csv>index,category,canonical,string_to_replace,alias,ipa,priority
225,"Allah, Lobpreisungen & Grußformeln",raḍiya llāhu ʿanhā,radiya llahu anha,Radiyallaahu anhaa,radˤi.jalˈlaːhu ʕanhaː,core
226,"Allah, Lobpreisungen & Grußformeln",raḍiya llāhu ʿanhumā,raḍiya llāhu ʿanhumā,Radiyallaahu anhumaa,radˤi.jalˈlaːhu ʕanhumaː,core
227,"Allah, Lobpreisungen & Grußformeln",raḍiya llāhu ʿanhumā,radiya llahu 'anhuma,Radiyallaahu anhumaa,radˤi.jalˈlaːhu ʕanhumaː,core
228,"Allah, Lobpreisungen & Grußformeln",raḍiya llāhu ʿanhumā,radiya llahu anhuma,Radiyallaahu anhumaa,radˤi.jalˈlaːhu ʕanhumaː,core
229,"Allah, Lobpreisungen & Grußformeln",raḍiya llāhu ʿanhum,raḍiya llāhu ʿanhum,Radiyallaahu anhum,radˤi.jalˈlaːhu ʕanhum,core
230,"Allah, Lobpreisungen & Grußformeln",raḍiya llāhu ʿanhum,radiya llahu 'anhum,Radiyallaahu anhum,radˤi.jalˈlaːhu ʕanhum,core
231,"Allah, Lobpreisungen & Grußformeln",raḍiya llāhu ʿanhum,radiya llahu anhum,Radiyallaahu anhum,radˤi.jalˈlaːhu ʕanhum,core
232,"Allah, Lobpreisungen & Grußformeln",raḥimahu llāh,raḥimahu llāh,Rahimahullaah,raħimahulˈlaːh,core
233,"Allah, Lobpreisungen & Grußformeln",raḥimahu llāh,rahimahu llah,Rahimahullaah,raħimahulˈlaːh,core
234,"Allah, Lobpreisungen & Grußformeln",raḥimahā llāh,raḥimahā llāh,Rahimahallaah,raħimahaː llaːh,core
235,"Allah, Lobpreisungen & Grußformeln",raḥimahā llāh,rahimaha llah,Rahimahallaah,raħimahaː llaːh,core
236,"Allah, Lobpreisungen & Grußformeln",raḥimahumu llāh,raḥimahumu llāh,Rahimahumullaah,raħimahumu llaːh,core
237,"Allah, Lobpreisungen & Grußformeln",raḥimahumu llāh,rahimahumu llah,Rahimahumullaah,raħimahumu llaːh,core
238,"Allah, Lobpreisungen & Grußformeln",ḥafiẓahu llāh,ḥafiẓahu llāh,hafizahu llaah,ħafiðˤahu llaːh,core
239,"Allah, Lobpreisungen & Grußformeln",ḥafiẓahu llāh,hafizahu llah,hafizahu llaah,ħafiðˤahu llaːh,core
240,"Allah, Lobpreisungen & Grußformeln",Bismi llāh,Bismi llāh,Bismillaah,bismi llaːh,core
241,"Allah, Lobpreisungen & Grußformeln",Bismi llāh,Bismi llah,Bismillaah,bismi llaːh,core
242,"Allah, Lobpreisungen & Grußformeln",Bismi llāh,bismi llāh,Bismillaah,bismi llaːh,core
243,"Allah, Lobpreisungen & Grußformeln",Bismi llāh,bismi llah,Bismillaah,bismi llaːh,core
244,"Allah, Lobpreisungen & Grußformeln",Bismillāh,Bismillāh,Bismillaah,bismilˈlaːh,core
245,"Allah, Lobpreisungen & Grußformeln",Bismillāh,Bismillah,Bismillaah,bismilˈlaːh,core
246,"Allah, Lobpreisungen & Grußformeln",Bismillāh,bismillāh,Bismillaah,bismilˈlaːh,core
247,"Allah, Lobpreisungen & Grußformeln",Bismillāh,bismillah,Bismillaah,bismilˈlaːh,core
248,"Allah, Lobpreisungen & Grußformeln",al-ḥamdu li-llāh,al-ḥamdu li-llāh,al-hamdu li-llaah,al.ħamdu li.llaːh,core
249,"Allah, Lobpreisungen & Grußformeln",al-ḥamdu li-llāh,al-hamdu li-llah,al-hamdu li-llaah,al.ħamdu li.llaːh,core
250,"Allah, Lobpreisungen & Grußformeln",Alḥamdulillāh,Alḥamdulillāh,Alhamdulillaah,alħamdu lilˈlaːh,core
251,"Allah, Lobpreisungen & Grußformeln",Alḥamdulillāh,Alhamdulillah,Alhamdulillaah,alħamdu lilˈlaːh,core
252,"Allah, Lobpreisungen & Grußformeln",Alḥamdulillāh,alḥamdulillāh,Alhamdulillaah,alħamdu lilˈlaːh,core
253,"Allah, Lobpreisungen & Grußformeln",Alḥamdulillāh,alhamdulillah,Alhamdulillaah,alħamdu lilˈlaːh,core
254,"Allah, Lobpreisungen & Grußformeln",Subḥānallāh,Subḥānallāh,Subhaanallaah,subħaːnalˈlaːh,core
255,"Allah, Lobpreisungen & Grußformeln",Subḥānallāh,Subhanallah,Subhaanallaah,subħaːnalˈlaːh,core
256,"Allah, Lobpreisungen & Grußformeln",Subḥānallāh,subḥānallāh,Subhaanallaah,subħaːnalˈlaːh,core
257,"Allah, Lobpreisungen & Grußformeln",Subḥānallāh,subhanallah,Subhaanallaah,subħaːnalˈlaːh,core
258,"Allah, Lobpreisungen & Grußformeln",Allāhu akbar,Allāhu akbar,Allaahu Akbar,alˈlaːhu ʔakbar,core
259,"Allah, Lobpreisungen & Grußformeln",Allāhu akbar,Allahu akbar,Allaahu Akbar,alˈlaːhu ʔakbar,core
260,"Allah, Lobpreisungen & Grußformeln",Allāhu akbar,allāhu akbar,Allaahu Akbar,alˈlaːhu ʔakbar,core
261,"Allah, Lobpreisungen & Grußformeln",Allāhu akbar,allahu akbar,Allaahu Akbar,alˈlaːhu ʔakbar,core
262,"Allah, Lobpreisungen & Grußformeln",lā ilāha illā llāh,lā ilāha illā llāh,Laa ilaaha illallaah,laː ilaːha illaː llaːh,core
263,"Allah, Lobpreisungen & Grußformeln",lā ilāha illā llāh,la ilaha illa llah,Laa ilaaha illallaah,laː ilaːha illaː llaːh,core
264,"Allah, Lobpreisungen & Grußformeln",Lā ilāha illā Allāh,Lā ilāha illā Allāh,Laa ilaaha illallaah,laː ʔilaːha ʔilˈlaː lˈlaːh,core
265,"Allah, Lobpreisungen & Grußformeln",Lā ilāha illā Allāh,La ilaha illa Allah,Laa ilaaha illallaah,laː ʔilaːha ʔilˈlaː lˈlaːh,core
266,"Allah, Lobpreisungen & Grußformeln",Lā ilāha illā Allāh,lā ilāha illā allāh,Laa ilaaha illallaah,laː ʔilaːha ʔilˈlaː lˈlaːh,core
267,"Allah, Lobpreisungen & Grußformeln",Lā ilāha illā Allāh,la ilaha illa allah,Laa ilaaha illallaah,laː ʔilaːha ʔilˈlaː lˈlaːh,core
268,"Allah, Lobpreisungen & Grußformeln",Astaghfirullāh,Astaghfirullāh,Astaghfirullaah,astaɣfirullaːh,core
269,"Allah, Lobpreisungen & Grußformeln",Astaghfirullāh,Astaghfirullah,Astaghfirullaah,astaɣfirullaːh,core
270,"Allah, Lobpreisungen & Grußformeln",Astaghfirullāh,astaghfirullāh,Astaghfirullaah,astaɣfirullaːh,core
271,"Allah, Lobpreisungen & Grußformeln",Astaghfirullāh,astaghfirullah,Astaghfirullaah,astaɣfirullaːh,core
272,"Allah, Lobpreisungen & Grußformeln",in šāʾ Allāh,in šāʾ Allāh,in schaa Allaah,in ʃaːʔ allaːh,core
273,"Allah, Lobpreisungen & Grußformeln",in šāʾ Allāh,in sha' Allah,in schaa Allaah,in ʃaːʔ allaːh,core
274,"Allah, Lobpreisungen & Grußformeln",in šāʾ Allāh,in sha Allah,in schaa Allaah,in ʃaːʔ allaːh,core
275,"Allah, Lobpreisungen & Grußformeln",in šāʾ Allāh,in šāʾ allāh,in schaa Allaah,in ʃaːʔ allaːh,core
276,"Allah, Lobpreisungen & Grußformeln",in šāʾ Allāh,in sha' allah,in schaa Allaah,in ʃaːʔ allaːh,core
277,"Allah, Lobpreisungen & Grußformeln",in šāʾ Allāh,in sha allah,in schaa Allaah,in ʃaːʔ allaːh,core
278,"Allah, Lobpreisungen & Grußformeln",In šāʾ Allāh,In šāʾ Allāh,in schaa Allaah,in ʃaːʔ allaːh,core
279,"Allah, Lobpreisungen & Grußformeln",In šāʾ Allāh,In sha' Allah,in schaa Allaah,in ʃaːʔ allaːh,core
280,"Allah, Lobpreisungen & Grußformeln",In šāʾ Allāh,In sha Allah,in schaa Allaah,in ʃaːʔ allaːh,core
281,"Allah, Lobpreisungen & Grußformeln",mā šāʾ Allāh,mā šāʾ Allāh,maa schaa Allaah,maː ʃaːʔ allaːh,core
282,"Allah, Lobpreisungen & Grußformeln",mā šāʾ Allāh,ma sha' Allah,maa schaa Allaah,maː ʃaːʔ allaːh,core
283,"Allah, Lobpreisungen & Grußformeln",mā šāʾ Allāh,ma sha Allah,maa schaa Allaah,maː ʃaːʔ allaːh,core
284,"Allah, Lobpreisungen & Grußformeln",mā šāʾ Allāh,mā šāʾ allāh,maa schaa Allaah,maː ʃaːʔ allaːh,core
285,"Allah, Lobpreisungen & Grußformeln",mā šāʾ Allāh,ma sha' allah,maa schaa Allaah,maː ʃaːʔ allaːh,core
286,"Allah, Lobpreisungen & Grußformeln",mā šāʾ Allāh,ma sha allah,maa schaa Allaah,maː ʃaːʔ allaːh,core
287,"Allah, Lobpreisungen & Grußformeln",Mā šāʾ Allāh,Mā šāʾ Allāh,maa schaa Allaah,maː ʃaːʔ allaːh,core
288,"Allah, Lobpreisungen & Grußformeln",Mā šāʾ Allāh,Ma sha' Allah,maa schaa Allaah,maː ʃaːʔ allaːh,core
289,"Allah, Lobpreisungen & Grußformeln",Mā šāʾ Allāh,Ma sha Allah,maa schaa Allaah,maː ʃaːʔ allaːh,core
290,"Allah, Lobpreisungen & Grußformeln",bāraka llāhu fīk,bāraka llāhu fīk,baaraka llaahu fiik,baːraka llaːhu fiːk,core
291,"Allah, Lobpreisungen & Grußformeln",bāraka llāhu fīk,baraka llahu fik,baaraka llaahu fiik,baːraka llaːhu fiːk,core
292,"Allah, Lobpreisungen & Grußformeln",bāraka llāhu fīkum,bāraka llāhu fīkum,baaraka llaahu fiikum,baːraka llaːhu fiːkum,core
293,"Allah, Lobpreisungen & Grußformeln",bāraka llāhu fīkum,baraka llahu fikum,baaraka llaahu fiikum,baːraka llaːhu fiːkum,core
294,"Allah, Lobpreisungen & Grußformeln",ǧazāka llāhu khayran,ǧazāka llāhu khayran,dschazaaka llaahu khayran,d͡ʒazaːka llaːhu xajran,core
295,"Allah, Lobpreisungen & Grußformeln",ǧazāka llāhu khayran,jazaka llahu khayran,dschazaaka llaahu khayran,d͡ʒazaːka llaːhu xajran,core
296,"Allah, Lobpreisungen & Grußformeln",ǧazākumu llāhu khayran,ǧazākumu llāhu khayran,dschazaakumu llaahu khayran,d͡ʒazaːkumu llaːhu xajran,core
297,"Allah, Lobpreisungen & Grußformeln",ǧazākumu llāhu khayran,jazakumu llahu khayran,dschazaakumu llaahu khayran,d͡ʒazaːkumu llaːhu xajran,core
298,"Allah, Lobpreisungen & Grußformeln",as-salāmu ʿalaykum,as-salāmu ʿalaykum,as-Salaamu alaikum,as.saˈlaːmu ʕaˈlajkum,core
299,"Allah, Lobpreisungen & Grußformeln",as-salāmu ʿalaykum,as-salamu 'alaykum,as-Salaamu alaikum,as.saˈlaːmu ʕaˈlajkum,core
300,"Allah, Lobpreisungen & Grußformeln",as-salāmu ʿalaykum,as-salamu alaykum,as-Salaamu alaikum,as.saˈlaːmu ʕaˈlajkum,core
301,"Allah, Lobpreisungen & Grußformeln",wa-ʿalaykumu s-salām,wa-ʿalaykumu s-salām,wa alaikumus-Salaam,waʕaˈlajkumu s.saˈlaːm,core
302,"Allah, Lobpreisungen & Grußformeln",wa-ʿalaykumu s-salām,wa-'alaykumu s-salam,wa alaikumus-Salaam,waʕaˈlajkumu s.saˈlaːm,core
303,"Allah, Lobpreisungen & Grußformeln",wa-ʿalaykumu s-salām,wa-alaykumu s-salam,wa alaikumus-Salaam,waʕaˈlajkumu s.saˈlaːm,core
304,"Allah, Lobpreisungen & Grußformeln",fī amāni llāh,fī amāni llāh,fii amaani llaah,fiː amaːni llaːh,core
305,"Allah, Lobpreisungen & Grußformeln",fī amāni llāh,fi amani llah,fii amaani llaah,fiː amaːni llaːh,core
306,"Allah, Lobpreisungen & Grußformeln",ḥasbunā llāhu wa-niʿma l-wakīl,ḥasbunā llāhu wa-niʿma l-wakīl,hasbunaa llaahu wa-ni-ma l-wakiil,ħasbunaː llaːhu wa.niʕma l.wakiːl,core
307,"Allah, Lobpreisungen & Grußformeln",ḥasbunā llāhu wa-niʿma l-wakīl,hasbuna llahu wa-ni'ma l-wakil,hasbunaa llaahu wa-ni-ma l-wakiil,ħasbunaː llaːhu wa.niʕma l.wakiːl,core
308,"Allah, Lobpreisungen & Grußformeln",ḥasbunā llāhu wa-niʿma l-wakīl,hasbuna llahu wa-nima l-wakil,hasbunaa llaahu wa-ni-ma l-wakiil,ħasbunaː llaːhu wa.niʕma l.wakiːl,core
309,"Allah, Lobpreisungen & Grußformeln",lā ḥawla wa-lā quwwata illā bi-llāh,lā ḥawla wa-lā quwwata illā bi-llāh,laa hawla wa-laa quwwata illaa bi-llaah,laː ħawla wa.laː quwwata illaː bi.llaːh,core
310,"Allah, Lobpreisungen & Grußformeln",lā ḥawla wa-lā quwwata illā bi-llāh,la hawla wa-la quwwata illa bi-llah,laa hawla wa-laa quwwata illaa bi-llaah,laː ħawla wa.laː quwwata illaː bi.llaːh,core
311,"Allah, Lobpreisungen & Grußformeln",innā li-llāhi wa-innā ilayhi rāǧiʿūn,innā li-llāhi wa-innā ilayhi rāǧiʿūn,innaa li-llaahi wa-innaa ilayhi raadschi-uun,innaː li.llaːhi wa.innaː ilajhi raːd͡ʒiʕuːn,core
312,"Allah, Lobpreisungen & Grußformeln",innā li-llāhi wa-innā ilayhi rāǧiʿūn,inna li-llahi wa-inna ilayhi raji'un,innaa li-llaahi wa-innaa ilayhi raadschi-uun,innaː li.llaːhi wa.innaː ilajhi raːd͡ʒiʕuːn,core
313,"Allah, Lobpreisungen & Grußformeln",innā li-llāhi wa-innā ilayhi rāǧiʿūn,inna li-llahi wa-inna ilayhi rajiun,innaa li-llaahi wa-innaa ilayhi raadschi-uun,innaː li.llaːhi wa.innaː ilajhi raːd͡ʒiʕuːn,core
314,Qurʾān & Qurʾān-Wissenschaften,Qurʾān,Qurʾān,Qur-aan,qurˈʔaːn,extended
315,Qurʾān & Qurʾān-Wissenschaften,Qurʾān,Qur'an,Qur-aan,qurˈʔaːn,extended
316,Qurʾān & Qurʾān-Wissenschaften,Qurʾān,Quran,Qur-aan,qurˈʔaːn,extended
317,Qurʾān & Qurʾān-Wissenschaften,Qurʾān,qurʾān,Qur-aan,qurˈʔaːn,extended
318,Qurʾān & Qurʾān-Wissenschaften,Qurʾān,qur'an,Qur-aan,qurˈʔaːn,extended
319,Qurʾān & Qurʾān-Wissenschaften,Qurʾān,quran,Qur-aan,qurˈʔaːn,extended
320,Qurʾān & Qurʾān-Wissenschaften,al-Qurʾān,al-Qurʾān,al-Qur-aan,al.qurˈʔaːn,extended
321,Qurʾān & Qurʾān-Wissenschaften,al-Qurʾān,al-Qur'an,al-Qur-aan,al.qurˈʔaːn,extended
322,Qurʾān & Qurʾān-Wissenschaften,al-Qurʾān,al-Quran,al-Qur-aan,al.qurˈʔaːn,extended
323,Qurʾān & Qurʾān-Wissenschaften,al-Qurʾān,al-qurʾān,al-Qur-aan,al.qurˈʔaːn,extended
324,Qurʾān & Qurʾān-Wissenschaften,al-Qurʾān,al-qur'an,al-Qur-aan,al.qurˈʔaːn,extended
325,Qurʾān & Qurʾān-Wissenschaften,al-Qurʾān,al-quran,al-Qur-aan,al.qurˈʔaːn,extended
326,Qurʾān & Qurʾān-Wissenschaften,Muṣḥaf,Muṣḥaf,Mushaf,musˤħaf,extended
327,Qurʾān & Qurʾān-Wissenschaften,Muṣḥaf,Mushaf,Mushaf,musˤħaf,extended
328,Qurʾān & Qurʾān-Wissenschaften,Muṣḥaf,muṣḥaf,Mushaf,musˤħaf,extended
329,Qurʾān & Qurʾān-Wissenschaften,Muṣḥaf,mushaf,Mushaf,musˤħaf,extended
330,Qurʾān & Qurʾān-Wissenschaften,Sūrah,Sūrah,Suurah,suːrah,extended
331,Qurʾān & Qurʾān-Wissenschaften,Sūrah,Surah,Suurah,suːrah,extended
332,Qurʾān & Qurʾān-Wissenschaften,Sūrah,sūrah,Suurah,suːrah,extended
333,Qurʾān & Qurʾān-Wissenschaften,Sūrah,surah,Suurah,suːrah,extended
334,Qurʾān & Qurʾān-Wissenschaften,Sūra,Sūra,Suura,suːra,extended
335,Qurʾān & Qurʾān-Wissenschaften,Sūra,Sura,Suura,suːra,extended
336,Qurʾān & Qurʾān-Wissenschaften,Sūra,sūra,Suura,suːra,extended
337,Qurʾān & Qurʾān-Wissenschaften,Sūra,sura,Suura,suːra,extended
338,Qurʾān & Qurʾān-Wissenschaften,Āyah,Āyah,Aayah,aːjah,extended
339,Qurʾān & Qurʾān-Wissenschaften,Āyah,Ayah,Aayah,aːjah,extended
340,Qurʾān & Qurʾān-Wissenschaften,Āyah,āyah,Aayah,aːjah,extended
341,Qurʾān & Qurʾān-Wissenschaften,Āyah,ayah,Aayah,aːjah,extended
342,Qurʾān & Qurʾān-Wissenschaften,Āyāt,Āyāt,Aayaat,aːjaːt,extended
343,Qurʾān & Qurʾān-Wissenschaften,Āyāt,Ayat,Aayaat,aːjaːt,extended
344,Qurʾān & Qurʾān-Wissenschaften,Āyāt,āyāt,Aayaat,aːjaːt,extended
345,Qurʾān & Qurʾān-Wissenschaften,Āyāt,ayat,Aayaat,aːjaːt,extended
346,Qurʾān & Qurʾān-Wissenschaften,Tafsīr,Tafsīr,Tafsiir,tafsiːr,extended
347,Qurʾān & Qurʾān-Wissenschaften,Tafsīr,Tafsir,Tafsiir,tafsiːr,extended
348,Qurʾān & Qurʾān-Wissenschaften,Tafsīr,tafsīr,Tafsiir,tafsiːr,extended
349,Qurʾān & Qurʾān-Wissenschaften,Tafsīr,tafsir,Tafsiir,tafsiːr,extended
350,Qurʾān & Qurʾān-Wissenschaften,Mufassir,Mufassir,Mufassir,mufassir,extended
351,Qurʾān & Qurʾān-Wissenschaften,Mufassir,mufassir,Mufassir,mufassir,extended
352,Qurʾān & Qurʾān-Wissenschaften,Mufassirūn,Mufassirūn,Mufassiruun,mufassiruːn,extended
353,Qurʾān & Qurʾān-Wissenschaften,Mufassirūn,Mufassirun,Mufassiruun,mufassiruːn,extended
354,Qurʾān & Qurʾān-Wissenschaften,Mufassirūn,mufassirūn,Mufassiruun,mufassiruːn,extended
355,Qurʾān & Qurʾān-Wissenschaften,Mufassirūn,mufassirun,Mufassiruun,mufassiruːn,extended
356,Qurʾān & Qurʾān-Wissenschaften,Taʾwīl,Taʾwīl,Ta-wiil,taʔwiːl,extended
357,Qurʾān & Qurʾān-Wissenschaften,Taʾwīl,Ta'wil,Ta-wiil,taʔwiːl,extended
358,Qurʾān & Qurʾān-Wissenschaften,Taʾwīl,Tawil,Ta-wiil,taʔwiːl,extended
359,Qurʾān & Qurʾān-Wissenschaften,Taʾwīl,taʾwīl,Ta-wiil,taʔwiːl,extended
360,Qurʾān & Qurʾān-Wissenschaften,Taʾwīl,ta'wil,Ta-wiil,taʔwiːl,extended
361,Qurʾān & Qurʾān-Wissenschaften,Taʾwīl,tawil,Ta-wiil,taʔwiːl,extended
362,Qurʾān & Qurʾān-Wissenschaften,Tanzīl,Tanzīl,Tanziil,tanziːl,extended
363,Qurʾān & Qurʾān-Wissenschaften,Tanzīl,Tanzil,Tanziil,tanziːl,extended
364,Qurʾān & Qurʾān-Wissenschaften,Tanzīl,tanzīl,Tanziil,tanziːl,extended
365,Qurʾān & Qurʾān-Wissenschaften,Tanzīl,tanzil,Tanziil,tanziːl,extended
366,Qurʾān & Qurʾān-Wissenschaften,Waḥy,Waḥy,Wahy,waħj,extended
367,Qurʾān & Qurʾān-Wissenschaften,Waḥy,Wahy,Wahy,waħj,extended
368,Qurʾān & Qurʾān-Wissenschaften,Waḥy,waḥy,Wahy,waħj,extended
369,Qurʾān & Qurʾān-Wissenschaften,Waḥy,wahy,Wahy,waħj,extended
370,Qurʾān & Qurʾān-Wissenschaften,Asbāb an-nuzūl,Asbāb an-nuzūl,Asbaab an-nuzuul,asbaːb an.nuzuːl,extended
371,Qurʾān & Qurʾān-Wissenschaften,Asbāb an-nuzūl,Asbab an-nuzul,Asbaab an-nuzuul,asbaːb an.nuzuːl,extended
372,Qurʾān & Qurʾān-Wissenschaften,Asbāb an-nuzūl,asbāb an-nuzūl,Asbaab an-nuzuul,asbaːb an.nuzuːl,extended
373,Qurʾān & Qurʾān-Wissenschaften,Asbāb an-nuzūl,asbab an-nuzul,Asbaab an-nuzuul,asbaːb an.nuzuːl,extended
374,Qurʾān & Qurʾān-Wissenschaften,Nuzūl,Nuzūl,Nuzuul,nuzuːl,extended
375,Qurʾān & Qurʾān-Wissenschaften,Nuzūl,Nuzul,Nuzuul,nuzuːl,extended
376,Qurʾān & Qurʾān-Wissenschaften,Nuzūl,nuzūl,Nuzuul,nuzuːl,extended
377,Qurʾān & Qurʾān-Wissenschaften,Nuzūl,nuzul,Nuzuul,nuzuːl,extended
378,Qurʾān & Qurʾān-Wissenschaften,Makkiyy,Makkiyy,Makkiyy,makkijj,extended
379,Qurʾān & Qurʾān-Wissenschaften,Makkiyy,makkiyy,Makkiyy,makkijj,extended
380,Qurʾān & Qurʾān-Wissenschaften,Madaniyy,Madaniyy,Madaniyy,madanijj,extended
381,Qurʾān & Qurʾān-Wissenschaften,Madaniyy,madaniyy,Madaniyy,madanijj,extended
382,Qurʾān & Qurʾān-Wissenschaften,Muḥkam,Muḥkam,Muhkam,muħkam,extended
383,Qurʾān & Qurʾān-Wissenschaften,Muḥkam,Muhkam,Muhkam,muħkam,extended
384,Qurʾān & Qurʾān-Wissenschaften,Muḥkam,muḥkam,Muhkam,muħkam,extended
385,Qurʾān & Qurʾān-Wissenschaften,Muḥkam,muhkam,Muhkam,muħkam,extended
386,Qurʾān & Qurʾān-Wissenschaften,Mutašābih,Mutašābih,Mutaschaabih,mutaʃaːbih,extended
387,Qurʾān & Qurʾān-Wissenschaften,Mutašābih,Mutashabih,Mutaschaabih,mutaʃaːbih,extended
388,Qurʾān & Qurʾān-Wissenschaften,Mutašābih,mutašābih,Mutaschaabih,mutaʃaːbih,extended
389,Qurʾān & Qurʾān-Wissenschaften,Mutašābih,mutashabih,Mutaschaabih,mutaʃaːbih,extended
390,Qurʾān & Qurʾān-Wissenschaften,Nāsikh,Nāsikh,Naasikh,naːsix,extended
391,Qurʾān & Qurʾān-Wissenschaften,Nāsikh,Nasikh,Naasikh,naːsix,extended
392,Qurʾān & Qurʾān-Wissenschaften,Nāsikh,nāsikh,Naasikh,naːsix,extended
393,Qurʾān & Qurʾān-Wissenschaften,Nāsikh,nasikh,Naasikh,naːsix,extended
394,Qurʾān & Qurʾān-Wissenschaften,Mansūkh,Mansūkh,Mansuukh,mansuːx,extended
395,Qurʾān & Qurʾān-Wissenschaften,Mansūkh,Mansukh,Mansuukh,mansuːx,extended
396,Qurʾān & Qurʾān-Wissenschaften,Mansūkh,mansūkh,Mansuukh,mansuːx,extended
397,Qurʾān & Qurʾān-Wissenschaften,Mansūkh,mansukh,Mansuukh,mansuːx,extended
398,Qurʾān & Qurʾān-Wissenschaften,Qirāʾah,Qirāʾah,Qiraa-ah,qiraːʔah,extended
399,Qurʾān & Qurʾān-Wissenschaften,Qirāʾah,Qira'ah,Qiraa-ah,qiraːʔah,extended
400,Qurʾān & Qurʾān-Wissenschaften,Qirāʾah,Qiraah,Qiraa-ah,qiraːʔah,extended
401,Qurʾān & Qurʾān-Wissenschaften,Qirāʾah,qirāʾah,Qiraa-ah,qiraːʔah,extended
402,Qurʾān & Qurʾān-Wissenschaften,Qirāʾah,qira'ah,Qiraa-ah,qiraːʔah,extended
403,Qurʾān & Qurʾān-Wissenschaften,Qirāʾah,qiraah,Qiraa-ah,qiraːʔah,extended
404,Qurʾān & Qurʾān-Wissenschaften,Qirāʾāt,Qirāʾāt,Qiraa-aat,qiraːʔaːt,extended
405,Qurʾān & Qurʾān-Wissenschaften,Qirāʾāt,Qira'at,Qiraa-aat,qiraːʔaːt,extended
406,Qurʾān & Qurʾān-Wissenschaften,Qirāʾāt,Qiraat,Qiraa-aat,qiraːʔaːt,extended
407,Qurʾān & Qurʾān-Wissenschaften,Qirāʾāt,qirāʾāt,Qiraa-aat,qiraːʔaːt,extended
408,Qurʾān & Qurʾān-Wissenschaften,Qirāʾāt,qira'at,Qiraa-aat,qiraːʔaːt,extended
409,Qurʾān & Qurʾān-Wissenschaften,Qirāʾāt,qiraat,Qiraa-aat,qiraːʔaːt,extended
410,Qurʾān & Qurʾān-Wissenschaften,Taǧwīd,Taǧwīd,Tadschwiid,tad͡ʒwiːd,extended
411,Qurʾān & Qurʾān-Wissenschaften,Taǧwīd,Tajwid,Tadschwiid,tad͡ʒwiːd,extended
412,Qurʾān & Qurʾān-Wissenschaften,Taǧwīd,taǧwīd,Tadschwiid,tad͡ʒwiːd,extended
413,Qurʾān & Qurʾān-Wissenschaften,Taǧwīd,tajwid,Tadschwiid,tad͡ʒwiːd,extended
414,Qurʾān & Qurʾān-Wissenschaften,Tartīl,Tartīl,Tartiil,tartiːl,extended
415,Qurʾān & Qurʾān-Wissenschaften,Tartīl,Tartil,Tartiil,tartiːl,extended
416,Qurʾān & Qurʾān-Wissenschaften,Tartīl,tartīl,Tartiil,tartiːl,extended
417,Qurʾān & Qurʾān-Wissenschaften,Tartīl,tartil,Tartiil,tartiːl,extended
418,Qurʾān & Qurʾān-Wissenschaften,Ḥifẓ,Ḥifẓ,Hifz,ħifðˤ,extended
419,Qurʾān & Qurʾān-Wissenschaften,Ḥifẓ,Hifz,Hifz,ħifðˤ,extended
420,Qurʾān & Qurʾān-Wissenschaften,Ḥifẓ,ḥifẓ,Hifz,ħifðˤ,extended
421,Qurʾān & Qurʾān-Wissenschaften,Ḥifẓ,hifz,Hifz,ħifðˤ,extended
422,Qurʾān & Qurʾān-Wissenschaften,Ḥāfiẓ,Ḥāfiẓ,Haafiz,ħaːfiðˤ,extended
423,Qurʾān & Qurʾān-Wissenschaften,Ḥāfiẓ,Hafiz,Haafiz,ħaːfiðˤ,extended
424,Qurʾān & Qurʾān-Wissenschaften,Ḥāfiẓ,ḥāfiẓ,Haafiz,ħaːfiðˤ,extended
425,Qurʾān & Qurʾān-Wissenschaften,Ḥāfiẓ,hafiz,Haafiz,ħaːfiðˤ,extended
426,Qurʾān & Qurʾān-Wissenschaften,Ḥuffāẓ,Ḥuffāẓ,Huffaaz,ħuffaːðˤ,extended
427,Qurʾān & Qurʾān-Wissenschaften,Ḥuffāẓ,Huffaz,Huffaaz,ħuffaːðˤ,extended
428,Qurʾān & Qurʾān-Wissenschaften,Ḥuffāẓ,ḥuffāẓ,Huffaaz,ħuffaːðˤ,extended
429,Qurʾān & Qurʾān-Wissenschaften,Ḥuffāẓ,huffaz,Huffaaz,ħuffaːðˤ,extended
430,Qurʾān & Qurʾān-Wissenschaften,Riwayah,Riwayah,Riwayah,riwajah,extended
431,Qurʾān & Qurʾān-Wissenschaften,Riwayah,riwayah,Riwayah,riwajah,extended
432,Qurʾān & Qurʾān-Wissenschaften,Ḥafṣ ʿan ʿĀṣim,Ḥafṣ ʿan ʿĀṣim,Hafs an Aasim,ħafsˤ ʕan ʕaːsˤim,extended
433,Qurʾān & Qurʾān-Wissenschaften,Ḥafṣ ʿan ʿĀṣim,Hafs 'an 'Asim,Hafs an Aasim,ħafsˤ ʕan ʕaːsˤim,extended
434,Qurʾān & Qurʾān-Wissenschaften,Ḥafṣ ʿan ʿĀṣim,Hafs an Asim,Hafs an Aasim,ħafsˤ ʕan ʕaːsˤim,extended
435,Qurʾān & Qurʾān-Wissenschaften,Ḥafṣ ʿan ʿĀṣim,ḥafṣ ʿan ʿāṣim,Hafs an Aasim,ħafsˤ ʕan ʕaːsˤim,extended
